Baseline 100%T,,TigE_100x,,TigE_200x,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
518.9836426,0.007661347277,518.9836426,0.2775394619,518.9836426,0.1532531381,
518.0022583,0.008363209665,518.0022583,0.2799098492,518.0022583,0.1543453634,
516.9828491,0.008490952663,516.9828491,0.283017695,516.9828491,0.1562069952,
516.0010376,0.008600884117,516.0010376,0.2859583199,516.0010376,0.1578022093,
514.9812012,0.008976401761,514.9812012,0.2888770103,514.9812012,0.1593412012,
513.9989624,0.009103902616,513.9989624,0.2915913761,513.9989624,0.16088669,
513.0165405,0.009416230954,513.0165405,0.2940807343,513.0165405,0.1621836424,
511.9959717,0.009640348144,511.9959717,0.2970096767,511.9959717,0.1638794839,
511.0130615,0.009776595049,511.0130615,0.2999495268,511.0130615,0.1654172093,
509.992157,0.01009868085,509.992157,0.3029080331,509.992157,0.1669285446,
509.0088501,0.01019481476,509.0088501,0.3058866858,509.0088501,0.1686619073,
507.9875183,0.01017562859,507.9875183,0.3091431856,507.9875183,0.1704351753,
507.0037842,0.01022582222,507.0037842,0.3119134307,507.0037842,0.1719319075,
505.9819336,0.01011126582,505.9819336,0.3151339293,505.9819336,0.1737401932,
504.9977722,0.01025553234,504.9977722,0.3181975484,504.9977722,0.1751659662,
504.0134277,0.01030682214,504.0134277,0.3212177157,504.0134277,0.176877901,
502.9909363,0.0102665592,502.9909363,0.3246931136,502.9909363,0.1788522452,
502.0061646,0.01007867791,502.0061646,0.3276230097,502.0061646,0.1804087162,
500.9833374,0.00995451957,500.9833374,0.3310691416,500.9833374,0.1821832061,
499.9981079,0.009601099417,499.9981079,0.3344991207,499.9981079,0.1842526048,
499.0126953,0.009658901952,499.0126953,0.3376718462,499.0126953,0.1858941615,
497.9891052,0.009475754574,497.9891052,0.341555208,497.9891052,0.1879736632,
497.0032959,0.009666948579,497.0032959,0.3450531363,497.0032959,0.1899525523,
496.0173645,0.009354624897,496.0173645,0.348721087,496.0173645,0.1917734891,
494.9931335,0.009009409696,494.9931335,0.3522425294,494.9931335,0.1937850863,
494.0067749,0.008721460588,494.0067749,0.3562200367,494.0067749,0.1960555315,
492.9821777,0.008139670826,492.9821777,0.3608246446,492.9821777,0.1984569281,
491.9953308,0.009358856827,491.9953308,0.3649452329,491.9953308,0.2005987316,
491.0082703,0.008725474589,491.0082703,0.3693630397,491.0082703,0.203103289,
489.9830627,0.007958086208,489.9830627,0.3738781214,489.9830627,0.2055017948,
488.995636,0.008041142486,488.995636,0.3780787289,488.995636,0.2078015804,
