Baseline 100%Tv1,,Baseline 100%Tv2,,100,,200,,100_v2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
,,322.9819641,0.04934732243,322.9819641,3.042709827,322.9819641,0.1622353792,322.9819641,0.6958984733,
,,322.0060425,0.05016649887,322.0060425,2.965688705,322.0060425,0.1640485674,322.0060425,0.7014002204,
,,320.9908752,0.05114439502,320.9908752,2.973956585,320.9908752,0.1653454602,320.9908752,0.7059274912,
,,320.014679,0.05347353593,320.014679,2.993509054,320.014679,0.1663664579,320.014679,0.7104156017,
,,318.9992981,0.05489903688,318.9992981,2.989752531,318.9992981,0.1679026335,318.9992981,0.715088129,
,,317.9837952,0.05635540187,317.9837952,3.03755784,317.9837952,0.169383809,317.9837952,0.7206251025,
,,317.0072327,0.05758612603,317.0072327,3.046279192,317.0072327,0.1706539541,317.0072327,0.7250375152,
,,315.9914856,0.05903544277,315.9914856,3.024121523,315.9914856,0.1721147895,315.9914856,0.7286195755,
,,315.0146484,0.06203086302,315.0146484,3.01570034,315.0146484,0.1730160713,315.0146484,0.7323328853,
,,313.9986572,0.06338642538,313.9986572,3.0469203,313.9986572,0.1741536558,313.9986572,0.7369001508,
,,312.9824829,0.06516545266,312.9824829,3.022793293,312.9824829,0.1755261868,312.9824829,0.741053462,
,,312.0053406,0.06761454046,312.0053406,3.03595376,312.0053406,0.1767533571,312.0053406,0.7452792525,
,,310.9889832,0.06960245967,310.9889832,3.014121532,310.9889832,0.1778453887,310.9889832,0.7482791543,
,,310.0115356,0.07132874429,310.0115356,3.045639753,310.0115356,0.1789470911,310.0115356,0.7521516681,
,,308.994873,0.07406266779,308.994873,3.022742271,308.994873,0.1797849834,308.994873,0.7556916475,
,,308.0172424,0.07574362308,308.0172424,3.05019021,308.0172424,0.1810617298,308.0172424,0.7596674562,
,,307.0003662,0.07795190066,307.0003662,3.051797628,307.0003662,0.1822806746,307.0003662,0.7641423941,
,,305.9833679,0.07987840474,305.9833679,3.052079201,305.9833679,0.1834704727,305.9833679,0.7684183121,
,,305.0053406,0.08169403672,305.0053406,3.053446531,305.0053406,0.1851204783,305.0053406,0.7730513215,
,,303.9880676,0.08378640562,303.9880676,3.064568996,303.9880676,0.186523512,303.9880676,0.7784841061,
,,303.0098267,0.08572363853,303.0098267,3.074495792,303.0098267,0.1882388741,303.0098267,0.7847915888,
,,301.9923706,0.08783065528,301.9923706,3.08381629,301.9923706,0.1903359592,301.9923706,0.7917966843,
,,301.013855,0.08953602612,301.013855,3.110746384,301.013855,0.1920646429,301.013855,0.7987983227,
,,299.9961548,0.09134969115,299.9961548,3.083782434,299.9961548,0.1943189949,299.9961548,0.8077371716,
,,299.0174561,0.09271826595,299.0174561,3.105844975,299.0174561,0.1971051842,299.0174561,0.8180607557,
,,297.9994812,0.09512376785,297.9994812,3.081910849,297.9994812,0.2006139755,297.9994812,0.8305419087,
,,296.9813843,0.09722113609,296.9813843,3.124096632,296.9813843,0.2042437941,296.9813843,0.8456441164,
,,296.0023193,0.09791638702,296.0023193,3.132249355,296.0023193,0.2095638812,296.0023193,0.8643780351,
,,294.9840088,0.1001103371,294.9840088,3.128982544,294.9840088,0.2164346576,294.9840088,0.8904587626,
,,294.0047302,0.1017001867,294.0047302,3.212049246,294.0047302,0.2253581285,294.0047302,0.9257308245,
,,292.986145,0.1018080637,292.986145,3.242183685,292.986145,0.2409794331,292.986145,0.9837072492,
,,292.0066528,0.1018587276,292.0066528,3.32900095,292.0066528,0.2573225498,292.0066528,1.046815634,
,,290.987854,0.1033453941,290.987854,3.363803864,290.987854,0.2735980153,290.987854,1.110626817,
,,290.0081482,0.1034070402,290.0081482,3.434473991,290.0081482,0.2914136648,290.0081482,1.184178233,
,,288.9891052,0.104483664,288.9891052,3.521993637,288.9891052,0.3075820506,288.9891052,1.251221895,
,,288.0091553,0.1044514254,288.0091553,3.632357597,288.0091553,0.3274108768,288.0091553,1.328869224,
,,286.9898987,0.1061649844,286.9898987,3.64073658,286.9898987,0.3433762193,286.9898987,1.396463275,
,,286.0097351,0.1069333553,286.0097351,3.731677771,286.0097351,0.3605809212,286.0097351,1.454403639,
,,284.9902649,0.1077078283,284.9902649,3.670309782,284.9902649,0.3748542964,284.9902649,1.517612696,
,,284.0098572,0.1069812402,284.0098572,3.762670279,284.0098572,0.3873306513,284.0098572,1.560141444,
,,282.9901428,0.1082830131,282.9901428,3.789353609,282.9901428,0.3936331868,282.9901428,1.584525704,
,,282.0095215,0.1092776805,282.0095215,3.883054972,282.0095215,0.3961680532,282.0095215,1.596506119,
,,280.989624,0.1095199138,280.989624,3.770208597,280.989624,0.3992179334,280.989624,1.609309793,
,,280.0087891,0.1098735183,280.0087891,3.758069754,280.0087891,0.4036155641,280.0087891,1.624774933,
,,278.9886169,0.1099493355,278.9886169,3.98543787,278.9886169,0.4073729515,278.9886169,1.640254617,
,,278.0075684,0.1108919159,278.0075684,3.942128897,278.0075684,0.4085088372,278.0075684,1.643911719,
,,276.9872131,0.1118647084,276.9872131,3.855479717,276.9872131,0.4061737061,276.9872131,1.635186315,
,,276.0059509,0.1132328659,276.0059509,3.853972435,276.0059509,0.4018828571,276.0059509,1.61917758,
,,274.985321,0.1136096492,274.985321,3.873459816,274.985321,0.3948772848,274.985321,1.588604331,
,,274.0039063,0.1147562191,274.0039063,3.783109665,274.0039063,0.3868679106,274.0039063,1.557098031,
,,272.9830627,0.1154803485,272.9830627,3.78259325,272.9830627,0.3772630394,272.9830627,1.517141342,
,,272.0014038,0.1190491021,272.0014038,3.684988737,272.0014038,0.3687607348,272.0014038,1.486543059,
,,271.0196228,0.1200714931,271.0196228,3.57185483,271.0196228,0.3612417877,271.0196228,1.456326723,
,,269.9985046,0.1211912706,269.9985046,3.695860386,269.9985046,0.3525782526,269.9985046,1.420855165,
,,269.01651,0.1239162385,269.01651,3.736055851,269.01651,0.3444695473,269.01651,1.388424158,
,,267.9951172,0.1277266443,267.9951172,3.549105167,267.9951172,0.3344894052,267.9951172,1.345192194,
,,267.0129395,0.133606866,267.0129395,3.557028055,267.0129395,0.3256590366,267.0129395,1.313013673,
,,265.991394,0.1395799369,265.991394,3.497802258,265.991394,0.3177592158,265.991394,1.281045794,
,,265.0090027,0.1470649093,265.0090027,3.5020926,265.0090027,0.309420079,265.0090027,1.246209025,
,,263.9871826,0.1569975317,263.9871826,3.537624836,263.9871826,0.300044924,263.9871826,1.206742883,
,,263.0046082,0.1686795801,263.0046082,3.41888237,263.0046082,0.2923992872,263.0046082,1.175147891,
,,261.9826355,0.1808506399,261.9826355,3.363619804,261.9826355,0.2860738933,261.9826355,1.149127722,
,,260.9998169,0.1947708428,260.9998169,3.362972736,260.9998169,0.2814125419,260.9998169,1.129328728,
,,260.0169373,0.21203655,260.0169373,3.257465363,260.0169373,0.2775390744,260.0169373,1.11315906,
,,258.9945984,0.2331962138,258.9945984,3.326461315,258.9945984,0.2723987103,258.9945984,1.09366858,
,,258.0115051,0.2584785521,258.0115051,3.285329103,258.0115051,0.2677709758,258.0115051,1.068991899,
,,256.9890137,0.282187134,256.9890137,3.248411417,256.9890137,0.2635671496,256.9890137,1.049644828,
,,256.0057373,0.3109687269,256.0057373,3.270774364,256.0057373,0.2609007657,256.0057373,1.03338933,
,,254.983017,0.3456077874,254.983017,3.227949381,254.983017,0.2593083382,254.983017,1.024678349,
,,253.999527,0.3860829771,253.999527,3.186538219,253.999527,0.2582275867,253.999527,1.018404365,
,,253.0159454,0.4278248549,253.0159454,3.235193253,253.0159454,0.2596650124,253.0159454,1.015577316,
,,251.9929504,0.4684621096,251.9929504,3.206728935,251.9929504,0.2593914866,251.9929504,1.013218045,
,,251.0091705,0.5188465118,251.0091705,3.151777267,251.0091705,0.2599163055,251.0091705,1.013810754,
,,249.9859314,0.578063488,249.9859314,3.147357941,249.9859314,0.2665009201,249.9859314,1.02458477,
,,249.0019836,0.6414297223,249.0019836,3.19310379,249.0019836,0.2711250186,249.0019836,1.039945245,
,,248.0179138,0.7065874338,248.0179138,3.195500851,248.0179138,0.2797875106,248.0179138,1.06341958,
,,246.9943848,0.7635242939,246.9943848,3.125276804,246.9943848,0.2886944711,246.9943848,1.087687016,
,,246.0101471,0.8344700336,246.0101471,3.077064753,246.0101471,0.3010947108,246.0101471,1.123165846,
,,244.9864349,0.9315128326,244.9864349,3.157355309,244.9864349,0.3176366985,244.9864349,1.188780069,
,,244.0019836,1.037497759,244.0019836,3.100312948,244.0019836,0.3400894403,244.0019836,1.279863477,
,,243.0174866,1.130931377,243.0174866,3.215757608,243.0174866,0.3718182743,243.0174866,1.373025775,
,,241.9934692,1.215232134,241.9934692,3.139686823,241.9934692,0.4064033628,241.9934692,1.475184441,
,,241.0087433,1.330178976,241.0087433,3.826701641,241.0087433,0.441128999,241.0087433,1.62187469,
,,239.9845581,1.448702693,239.9845581,3.11324501,239.9845581,0.4997963011,239.9845581,1.766403794,
,,238.9996796,1.588999152,238.9996796,2.607053757,238.9996796,0.5661013722,238.9996796,1.892518401,
,,238.0146637,1.716401219,238.0146637,2.567738295,238.0146637,0.6369270682,238.0146637,2.037669897,
,,236.9901886,1.84784627,236.9901886,3.465316296,236.9901886,0.7199209332,236.9901886,2.178814411,
,,236.0050354,1.978174686,236.0050354,10,236.0050354,0.8111183047,236.0050354,1.949550033,
,,234.9803619,2.138112068,234.9803619,2.176295996,234.9803619,0.9028637409,234.9803619,2.1208601,
,,233.9950104,2.280694723,233.9950104,2.731090069,233.9950104,0.8920032978,233.9950104,1.843828082,
,,233.0095978,2.434437513,233.0095978,10,233.0095978,0.8977526426,233.0095978,1.315142632,
,,231.9846344,2.624375105,231.9846344,10,231.9846344,0.8600275517,231.9846344,1.37404108,
,,230.9989929,2.792982578,230.9989929,10,230.9989929,0.7887313962,230.9989929,1.285156131,
,,230.0133057,3.001965761,230.0133057,1.715848207,230.0133057,0.6282812953,230.0133057,1.32427454,

Baseline 100%T,
Baseline 100%T
Collection Time: 6/29/2026 1:32:21 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  24000.000
UV-Vis Data Interval (nm)  5.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name  C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    : C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Date/Time stamp: 6/17/2026 12:27:55 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
Saved as C:\Users\Booker Lab\Desktop\ZD\20260617 TigE scan.BSWSaved as C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW
Opened C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Baseline file Changed: 6/29/2026 1:23:32 PM, Old:C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW, New:C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
End Method Modifications
<Current Wavelength> , 307.5

Baseline 100%T,
Baseline 100%T
Collection Time: 6/29/2026 1:32:42 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    : C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Date/Time stamp: 6/17/2026 12:27:55 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
Saved as C:\Users\Booker Lab\Desktop\ZD\20260617 TigE scan.BSWSaved as C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW
Opened C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Baseline file Changed: 6/29/2026 1:23:32 PM, Old:C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW, New:C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Common Interval nm Changed: 6/29/2026 1:32:38 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 231.0

100,
100
Collection Time: 6/29/2026 1:35:04 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    : C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Date/Time stamp: 6/17/2026 12:27:55 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
Saved as C:\Users\Booker Lab\Desktop\ZD\20260617 TigE scan.BSWSaved as C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW
Opened C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Baseline file Changed: 6/29/2026 1:23:32 PM, Old:C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW, New:C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Common Interval nm Changed: 6/29/2026 1:32:38 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 234.0

200,
200
Collection Time: 6/29/2026 1:37:01 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    : C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Date/Time stamp: 6/17/2026 12:27:55 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
Saved as C:\Users\Booker Lab\Desktop\ZD\20260617 TigE scan.BSWSaved as C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW
Opened C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Baseline file Changed: 6/29/2026 1:23:32 PM, Old:C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW, New:C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Common Interval nm Changed: 6/29/2026 1:32:38 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 232.0

100_v2,
100_v2
Collection Time: 6/29/2026 1:39:34 PM
Operator Name  :
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  230.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    : C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Date/Time stamp: 6/17/2026 12:27:55 PM
Method Modifications:
UVVIS SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
Common SAT Changed: 6/17/2026 12:09:53 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 6/17/2026 12:10:21 PM, Old:  200.0, New:  230.0
Common Interval nm Changed: 6/17/2026 12:10:21 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 6/17/2026 12:10:21 PM, Old:0, New:1
Storage Changed: 6/17/2026 12:10:21 PM, Old:1, New:0
Saved as C:\Users\Booker Lab\Desktop\ZD\20260617 TigE scan.BSWSaved as C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW
Opened C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Baseline file Changed: 6/29/2026 1:23:32 PM, Old:C:\Users\Booker Lab\Desktop\ZD\UV scan.MSW, New:C:\USERS\BOOKER LAB\DOCUMENTS\ZD\UV SCAN.MSW
Common Interval nm Changed: 6/29/2026 1:32:38 PM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 232.0

